node,total_income,total_traffic,failed_traffic_ratio,opt_delta,income_diff
023a5d8df324832580f0815708abefc0cba23f8e7cdb39b9f847fbe6603e68518f,1.06,1,1.0,0.0,0.0
031b3971363f95a2c645c96da138f9eec0a82ec41108d8c1946775e8f0e6638339,1.06,1,0.0,52.62,52.62
03cfcf239f16d4aaaf05a377bddf04378d5bcb0620317d508ae8d011b0be08d95e,1.06,1,0.0,0.0,0.0
03eb4425070e2d1f3ce13c550e8e02307270039aca1a0603b9c56193923cf66324,1.06,1,0.0,0.0,0.0
03e90fd715dd766a0ed532dc1ba45e5fb913b1dc29d5afd9b700548d98d53b598c,1.06,1,0.0,0.0,0.0
03e843665ab212ce90ceb6a476fec5d9724013542f8ee1df52340c682c03a67db4,1.06,1,0.0,0.0,0.0
0291831e0f2e8d48b2b76fd0624845c4457ddd2bbef2a1379cbf3724aaff59ef4e,1.06,1,0.0,0.12,0.1200000000000001
03e0114d95ad6e7bc8bb8602fc27d44105527252952ae2aac197883b661d7c8153,1.06,1,0.0,0.16,0.15999999999999992
028be4f9b21744de7ec537d2b0be287130c0f764b6f0d7b960cc8f37a31becd077,1.06,1,0.0,0.06,0.06000000000000005
03fc3338240d40453ed886822c02b9f27b4f53c9e9263377bb7d902ed8eee7f254,1.06,1,0.0,0.0,0.0
03e03c56bb540c36b9e77c2aea2bb6529b907ece6c1395228c05459af13d0e2a5c,1.06,1,0.0,0.0,0.0
03dcc94ab317def2d988552e8d838d20cb5e86ba93c86098e43ba366fa843f5357,1.06,1,0.0,0.0,0.0
032e143016ef7acc6094c12b88655b555d68a974b1b49c8612a1bad46a20732c4b,1.06,1,0.0,0.0,0.0
0329bb4881c6061aed5cfe2f6b9dc0d0e7aea93c6ad0846f37cea51f38a1fb9cca,1.06,1,0.0,0.0,0.0
0322ea550e3949e31e07790bb97648e266326d0cb533dc2504c0d098377da6c410,1.06,1,0.0,0.0,0.0
031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,1.06,1,0.0,29.44,29.44
031f751bd251f6682dea57eac04275a1d8e2abc5f91b8fa929f8730bc292d56536,1.06,1,1.0,0.0,0.0
0256e4c629fb563485762666512d3c1f3d8bb58ba39021aedfadc9c89592b22180,1.06,1,0.0,0.06,0.06000000000000005
030d609a79a8a0226b9ec3d76fad79ddcc7abcef9f65a64b46d8bbe2fc6be14705,1.06,1,0.0,0.0,0.0
02368951159b28b9bb2923f4d1b265856e559586f79575298385d5b228cc5757f9,1.06,1,0.0,0.06,0.06000000000000005
0276c5e7cac95039994619d34238ce9ab32502199a931b4246d6e6baba979f2f3b,1.06,1,0.0,0.0,0.0
0279f930a60afe43131fd3328ff4a9c55293254c328f45e76695c1ab9b3c5a68b2,1.06,1,0.0,0.0,0.0
02c39f43c8fbdcac05b62e92b9f144b9719de14f39e6714a6a67f67aa4872c67a7,1.06,1,0.0,0.0,0.0
0237480cd2c974bfdb034f4effa8030885c7d3645c0a6e7b6ea99dbaf37e150497,1.06,1,0.0,0.0,0.0
0377160fbfc48c19ad4b90e27efb0c0ebd6cedf9fc960481571f6dbcfa0fa4914f,1.06,1,0.0,0.0,0.0
03817e6563dc36585b4510ff5fa50c0fe9a763ef14aa0bb8d10ead54c99c2da41d,1.06,1,1.0,0.0,0.0
039401f72bc0d40efb58b01de15527a2a5ae1943d7c29067b725a1467a93c7e66f,1.06,1,0.0,0.0,0.0
03728053580578793c83d47f235b187f513dcddda4135e7764f53e40c6d2adea69,1.06,1,0.0,0.06,0.06000000000000005
036403186a467144ea6aaf4d6e42f7544e91a78e0f8ebd8e38bd2054b953d82e3f,1.06,1,0.0,0.0,0.0
03602f32b12ef408fb7ef38cb15933ef7b1597f040c916ee3178e4333cd942039c,1.06,1,0.0,0.06,0.06000000000000005
02f08380da84f77ed03fb9310f99c69c50f951cc82a7f2b8a36dbba27b915568fa,1.06,1,0.0,0.0,0.0
02c68169a28016de14cb59bf33983f18dbdb030601baef508105c7fde8d0d85159,1.06,1,0.0,0.0,0.0
03555a11db2e0c3a97571ba144076adac8513d68a2cdf19580e2dcc54b25b78a3a,1.06,1,0.0,0.0,0.0
0338dc6255ff4ae3452610f01a555d6f15c8a88b77bf46a240f8cf43b26826e422,1.06,1,0.0,0.0,0.0
0353308936d64e44970186cb43f215fbce1e2ab8631da17c545fadb0a79312229c,1.06,1,0.0,0.0,0.0
02f64aca3b9d52e2f2cb0f137fbe5101db6eac4695510f32ed46c50004b7ca1fa7,1.06,1,0.0,0.0,0.0
02feac67caa47b1d718c685c885d062b7eb36383295ed701a476af503306691884,1.06,1,0.0,0.0,0.0
02fffb0baa1f8a64d92c8b4222278c33a9c16d0f37bba24104c678fd9e4e7f57d6,1.06,1,0.0,0.18,0.17999999999999994
030a400157099427f49f5001115bed4bdf82c7b98c904375ed0c7bd7ffd29273d7,1.06,1,0.0,0.0,0.0
0303238e8f3e25a49da6c909452e320130f3f45e474df08dde7ca9a25f008b2b87,1.06,1,0.0,0.0,0.0
035392249d0fa141c2607f3e97df94ab075fd386916a774df193158522ba5a9146,1.06,1,0.0,22.88,22.88
034a6cbcc24be5ff1a3777e047933898ec6557ece040982cade99a47026c7f86e2,1.06,1,1.0,0.0,0.0
035c2237cb27908cb718ac5688c0881bbcabb6fcfaedb72f7bd3a0239351cb225c,1.06,1,0.0,0.06,0.06000000000000005
036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf,1.06,1,0.0,0.0,0.0
02d98ee97760aba8124606c177d0e4c246fc6cd7bd8f8bd3857f20805a62ecbc26,1.06,1,0.0,0.0,0.0
02e6b17c5a7a2461df38d0a571d92660f38ed5bbc847166ee655a1d0f83c1aa5ac,1.06,1,0.0,0.0,0.0
02d87c093848fcc3d36d42d0dd0c44eb6dda033f399783a6a78d93408bf4227851,1.06,1,0.0,1.29,1.29
0354127ba0c74e9434844ecd110d3484708b43d55be48fa7eaeeb3dd874e83cc7f,1.06,1,0.0,0.0,0.0
03a10fe972f6aad5b18dc58420622c0dd7c294d2fb4317a4decd9cba93e219aca4,1.06,1,0.0,28.38,28.38
02d0d487572a10c1d4dc486f03f09205c657abc471d0f3258ce37b034b8c917797,1.06,1,0.0,29.44,29.44
029afc726a18abc8dc75ef6c9ed34354c275261086597d98067dd972bd72965943,1.06,1,1.0,0.0,0.0
02ba67b33fa997a807e73dd9530695767e36ae9bb96988020eeb1593679c06a8f0,1.06,1,0.0,0.06,0.06000000000000005
02c04f0c872ba0176f912e46ace98d5ec9b9ef7e241cdf9d245c687fe5f1209935,1.06,1,0.0,0.0,0.0
022a6abdaddacb9cdd4fc9d28f903d1c0d9ddedcdd89e9d10260b77ad135dbcedb,1.06,1,0.0,0.0,0.0
02271f8ad4c3375619689776f1de924550e0cc8a9012dd5baf8303d5e28db8c520,1.06,1,1.0,0.0,0.0
0227bf336b0b7f745cc77eefa802e70823e048bcf25fb1772320b8db1048370811,1.06,1,0.0,0.0,0.0
027ec64ca60f1ed7e740b140104af57b2627207861342154ee554da96d00ae11f6,1.06,1,0.0,0.0,0.0
0282734a2ca9bdca61859c71efdc43234ea664ecba9a785f780c6eec8c80243b45,1.06,1,0.0,0.0,0.0
039ceed5a1c064a36f71dcfc300fa622ef11a879a7a4e7c8b8fd328250b74c6855,1.06,1,0.0,0.0,0.0
02b68867a9f41fa61e7b4508666599c81e1cb7dd60c2a56625e969d07ce92119d4,1.06,1,0.0,0.0,0.0
0232dfb488b67c20883a1dbf32aa0b65f326cbc0cd6cef424db7acfb7f514aff0d,1.06,1,0.0,28.26,28.26
02310841b34230632b2e8185f9429dbf27a463270cf049a66ce2d56b524b283b6d,1.06,1,0.0,0.06,0.06000000000000005
02b2bf1b75301372ed16ea7658af0d49152e37760c8951e25414dab316fa669417,1.06,1,0.0,4.38,4.379999999999999
03c334f18a877949c980b17ea7fef2576a6069e56695eb5ebd0f4ae90a9b3905e2,1.06,1,1.0,0.0,0.0
03f9d34e9a5564064730e76b2566b8185725fe5143dda6bdc35ba940687f9c980b,1.06,1,0.0,0.06,0.06000000000000005
02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,1.06,1,0.0,0.0,0.0
02a3f6b694fb61c9211652340e5a5b0eeccad88701879ed1020ce5dd476c3e9691,1.06,1,0.0,0.0,0.0
02a4aa22327ca4f511ebd22b72d6b00ac3b529a7d4c2de7d8ac939a48371559e8e,1.06,1,0.0,0.0,0.0
02a94aadd09055ca615bd76aacb6bba748ed8a0d2e5924aea643e3dc3912085314,1.06,1,0.0,0.0,0.0
03f7e29340c307ee37db5734834d34e3f286e2f70c6bb92b0b12e599860cea6691,1.06,1,0.0,0.0,0.0
03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314,1.06,1,0.0,1.06,1.06
02927ab17049257f50d909d760bebc80ccc267edfcc1346430a04de9e569b1e190,1.06,1,1.0,0.0,0.0
02a26d57f1e246f62afce2c1c14e63225b69b302ecb93a384dbe2183c8fda32416,1.06,1,0.0,0.06,0.06000000000000005
02a1d2856be336a58af08989aea0d8c41e072ccc392c46f8ce0e6e069f002035f3,1.06,1,0.0,0.0,0.0
02005dcac896582db30f259c17bba1849a9e1127f60d120ec7db69c17ce64d749d,1.06,1,0.0,0.06,0.06000000000000005
0230101e66a8df1b33c2df3c0c47ec8ce518f42a7ccf798c5f5ce9432b7f17a40b,1.06,1,0.0,0.0,0.0
03c1fed0362d189345606072947a5b9594ced619d7df0b30dd946f5d4010c676f6,1.06,1,0.0,28.26,28.26
03b606004815af3f6f38c828135f52cd40e405a2815c19c4243799674e128dc910,1.06,1,1.0,0.0,0.0
0217f595c689d9628574d1d5ffaecaecf85e3b4b21d98872eeada228a13b644700,1.06,1,0.0,0.0,0.0
020425b428e51b983880a8450d01596fb161b3f78f3fc66285c8ead01bfc897556,1.06,1,0.0,0.0,0.0
021d7477153209bf1c81060483b4c2519bde173a18cbb3b7b94fb552b79e127323,1.06,1,0.0,0.0,0.0
020211194bc7e5830673f87346e77f125c9eca59b308c041f9a54a62be8374f344,1.06,1,0.0,0.0,0.0
026726a4b043d413b45b334876d17b8a98848129604429ec65532ba286a42efeac,1.059,1,0.0,26.94,26.94
03a7945697bb5dbe00d9762283b8f9a55eae685c4c0e891c0a1bb0c9b86e2d65ef,0.8,5,0.0,0.0,0.0
03ee7c5f9e2092bbb09e8db799b069f991e6398f6c1e61cdd9a6ad8ecf83924a22,0.7929999999999999,13,0.0,28.32,27.588
03f163a59b2929b4b515d9dfd558f15ce23e95eadc109de013e6f7080d24644be2,0.7,1,0.0,0.0,0.0
032b71cc07ea5ff346e7ce9eddad0b55d7e18b788a1e6b4dda3fbd3a7ddbf79bbc,0.6599999999999999,11,0.0,0.0,0.0
031feee8045899c658eec2b6f2f6da6e4bdd7baabdc61bdc017761577342fbd011,0.54,9,0.0,0.94,0.45999999999999996
0325d3075b0ee0a3630d623d0fcc6ca5cdc0bdcdaf6e6e813e1be02b4e5e246ce2,0.54,9,0.0,0.42,2.34
02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff,0.54,9,0.0,0.19,0.20999999999999996
023f1125ae4b6dba7ec047f4d809d0e0aa7232029cd3766c434514dec747535c1a,0.42,7,0.0,0.0,0.0
024b8019795ec753fcdb1eb21ecd319bfab6a8b05e017f357dc5f052a181fb8c91,0.366,6,0.0,0.0,0.0
02e588464f41b295e8c20fd1e1362437f40375cae6a8155cf20a9a9e2ec9b3b2e4,0.362,6,0.0,0.0,0.0
0360e94b6a5ba69e9349ea1077890b6384a4b9e6368e100316d85e22a534f552a8,0.36,6,0.16666666666666666,0.36,1.7399999999999998
03aedc5302d3fa4c33eb84f98287a78268d0cdfa70624f7708664264880f6b482c,0.36,6,0.0,28.63,57.019999999999996
021f05bd7bec2dacaafa9eea30e3c2dd64a1eee699c3aad6aeca8a5c6dd6ed3198,0.31,1,0.0,0.35,0.3499999999999999
037667a61f11bdfd28a04c8c2031c388ff8cc52d00a87e62910bf03e1667312d64,0.3,5,0.0,0.4,0.16000000000000003
03ae56e5cc4edb357407727d52372a6bee32bc870802b0888961b01b49625a1815,0.3,5,0.0,0.67,1.16
02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,0.244,4,0.0,30.14,29.957
02065e25c272203440b66ea0ba66601d1248564554d0a68472b82511af54288120,0.183,3,0.0,0.36,0.238
03c0a04ca63b5ee4365393b69cb364a46a8b8d202a491802ef1a7981adac3e0f16,0.183,3,0.0,0.06,0.059
029a06f84c9bfddcf4dca173a4d1a540e6ce7f75cc7d1dde9fd5a70d80c504da07,0.18,3,0.0,0.0,0.0
030b04c5d37b8cb3acd324edefed38e170d355c8f0953718307b894321d576615f,0.18,3,0.0,0.24,0.12
036fc14cbad100a63ce4c058561d470e045318b6e9659484abcb3176ed7f0acbce,0.18,3,0.3333333333333333,1.0,1.94
03c8f4af5bc995453192a98ea9305df4980c027b1d890973d0ba5d7217a3afed2c,0.18,3,0.0,0.0,0.0
035fb24685abadb925ece51d9f8ebc0a28ab6e7c6026692ef6d5a62955199e9ba0,0.13999999999999999,2,0.0,0.0,0.0
02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,0.12,2,0.0,0.12,0.24
02433a4392aae169249949ba4af6658e1cc985cfaf87fd3898bf58f3a543b31dd1,0.109,1,0.0,0.0,0.0
02dca93a2c161cde48b1d06e66b994fab01430477336f95f57bd0da25686a2b4a7,0.06999999999999999,1,0.0,0.0,0.0
0357f8170b3a41efcc053e3b1957580bf6c1ab4a0f3125bfafc31040c02228239a,0.061,1,0.0,0.0,0.0
03d9c54d337d15c993b93ad6cae5a839e3e7c18f5ac210b8c7b7620b643a79943a,0.061,1,0.0,0.0,0.0
02527dc14bac8d8c959e9ac208813b6df5bc278da5d6f1cdf74f6bdd23aab1ea71,0.06,1,0.0,0.0,0.0
03ca94b753c01471b88bb16ca26bfb17c5ac13bd8ff177cb4865101ac11e7b510a,0.06,1,0.0,0.13,0.13
0258f3c375d6e2805db7471993d35395f075b52d2872558cd722ededcb02cbec16,0.06,1,0.0,1.0,1.0
032260c3b64b471b7eb0630b4af5d07ca94ff4e759573cbbe1bfb25845c375ed6e,0.005,5,0.0,0.6,1.7979999999999998
03842a085b8b89da9db708b83aae8e9baff7a0a6f34368a439aa8d2ca3e408a662,0.0,16,0.0,1.12,1.12
02fcc4b0a87749b022f05568d5ef893b7893bcbaa99276bbbb55d9e9abc1bdced0,0.0,19,0.05263157894736842,0.93,8.370000000000001
