pair_rank,node_a,node_b,pair_edge_betweenness,directions_present,aggregated_capacity,top_k,remove_pct
126,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,0.0016741176592681996,2,100000,200,80.0
127,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03b2a5bbe977bb5dd39daaa7e785c899e40df7ed92f16452bd1d0b7e765328d06e,0.0016599987131574443,2,70000,200,80.0
128,036c977839833af6b6994ee2c9a7155ad8c256a114378bb3718c3cfa24384c867d,03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,0.0016599657587986739,2,9000000,200,80.0
129,024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,03bb23b522d2a5d9c239addb6b788c4c1b0ded20a6a6d87c1b041fcd40fc21d2d6,0.0016501710834321028,2,16777215,200,80.0
130,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,035aef5661e1a6e370db60dc0455796800afd5b51fbc12a0a8b34836b15f5d7ef6,0.0016494732167758495,2,300000,200,80.0
131,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0016410863123048867,2,5000000,200,80.0
132,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0016336572461201808,2,15000000,200,80.0
133,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03a21580b22df4530e1d497126bab62de6b69951abe0d3238a647780b61c7ea490,0.0016331841297311824,2,950000,200,80.0
134,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,02b9ea7012eb3509f2c81c233944849b9bf789b7bf27fdb5fd2e65380831b67f11,0.001633094317396873,2,101010,200,80.0
135,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03c7719568a591e68acd3ecbc8af31be007861aba106f36210925495901ef8438f,0.001621590675689184,2,5000001,200,80.0
136,035ff025b2910a6453349431a337d99b01e9bbfe86aa71c513f228a7b867538c5e,03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,0.0016017771332006432,2,5138637,200,80.0
137,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,02fcc4b0a87749b022f05568d5ef893b7893bcbaa99276bbbb55d9e9abc1bdced0,0.0016012595671082625,2,400000,200,80.0
138,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02e588464f41b295e8c20fd1e1362437f40375cae6a8155cf20a9a9e2ec9b3b2e4,0.0015671510496257464,2,300000,200,80.0
139,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03a7fb52da76a723f7e3cd5d777c0372f1ae1217c82a60e15d12b74089b3d82724,0.001560046184454533,2,5000001,200,80.0
140,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c,0.0015415477602124293,2,300000,200,80.0
141,0252caf93a748b4a63778c28057ee4736b64fcd9706978ab90b6ce5a4642543961,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.001538748376911229,2,20000,200,80.0
142,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.001529288808017436,2,5000001,200,80.0
143,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,0.0015284619365122294,2,16777215,200,80.0
144,0320f42d91c643b5a541758e4ecf4ad1d7f25b04ae149755adee8cd79fa9fbdfe3,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.0015216924300372654,2,81648,200,80.0
145,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.0015135533527575215,2,14000000,200,80.0
146,023786620266d311ae77723727f7ba8a1f6f8641e61e70a01df8aeb6a7de6f2b51,037172d2110c4148d6ed0c2790ec8be948458022425dced6794fede834be92af36,0.001491895639847724,2,200000,200,80.0
147,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0014865592999800383,2,9000000,200,80.0
148,024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,0.0014825808686985454,2,250469,200,80.0
149,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,0.0014787320127482616,2,9000000,200,80.0
150,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.001475994798834767,2,3500000,200,80.0
151,024300c307415b88acd0c027c5dcf405e5a59f8b19867ee253ff10093932559849,028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49,0.0014726314914311617,2,3000000,200,80.0
152,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03644f46c7ee18c3a0b78d1687a6bfc26ed519efa2b92d52709b67c3d234e0ab2b,0.0014587768411763917,2,100000,200,80.0
153,024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,0.00144809340447434,2,2000000,200,80.0
154,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0.0014387834423135347,2,2678683,200,80.0
155,035ff025b2910a6453349431a337d99b01e9bbfe86aa71c513f228a7b867538c5e,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.001422935832579622,2,2500000,200,80.0
156,035ff025b2910a6453349431a337d99b01e9bbfe86aa71c513f228a7b867538c5e,03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,0.0014220221801748902,2,9000000,200,80.0
157,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0334a7429bfd223798c2ba3d71c67908e9990e8753c1a156ce13ed0149a97f4d34,0.00141842757240984,2,300000,200,80.0
158,020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,0.0014141750637624631,2,2000000,200,80.0
159,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.0013996353123181737,2,7000001,200,80.0
160,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0357e23939805a0a739b693107f1efd33936023afb7dea6472cd2118df6a0a7036,0.0013960467865934288,2,5000000,200,80.0
161,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0013924153074458922,2,49000000,200,80.0
162,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03cbf7816667ee86a3b7077f05961542cfa9dc60078b782a230a41a5cb772f1a81,0.0013830816897232262,2,1200000,200,80.0
163,02595222407bb5cba50b51800d8fd2432d38d37eeccdb8fd9d8cf08e8141773c74,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.0013797507792045198,2,300000,200,80.0
164,0391e755e11d6c399b85f4df22477d565ef920b47fce3141f471e84bcac624ab37,03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7,0.0013791985324688517,2,600000,200,80.0
165,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,0.0013684213657851997,2,250000,200,80.0
166,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,037667a61f11bdfd28a04c8c2031c388ff8cc52d00a87e62910bf03e1667312d64,0.0013659632643345857,2,100000,200,80.0
167,03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314,0.0013598586861826118,2,9000000,200,80.0
168,0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845,03649c72a4816f0cd546f84aafbd657e92a30ab474de7ab795e8b5650a427611f7,0.0013478918646392386,2,1000000,200,80.0
169,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81,0.0013459013715849016,2,100000,200,80.0
170,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,0.0013457013371605984,2,80000,200,80.0
171,024a8228d764091fce2ed67e1a7404f83e38ea3c7cb42030a2789e73cf3b341365,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.001344530483726591,2,1433511,200,80.0
172,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0.0013414080390996624,2,2000000,200,80.0
173,0261b19c8bb7ee4d46044e95c31316db72c64a45a32da43acb9a69825164755108,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.0013322699382168977,2,100000,200,80.0
174,02b68867a9f41fa61e7b4508666599c81e1cb7dd60c2a56625e969d07ce92119d4,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.001325767925314055,2,277363,200,80.0
175,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,0.0013226265577785338,2,2000000,200,80.0
176,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,0.0013218105921216257,2,300000,200,80.0
177,031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,0.0013125524606785884,2,100000,200,80.0
178,02c9b8e793f5e30ca3caeb7c547b349f48e24c8b1202cb295554912a45c6a25187,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.0013054548987289235,2,900000,200,80.0
179,03cbc081bea4020f23b595b813b27cd044b1245c63d2383efb36814fe3fb982733,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,0.0013044737079595293,2,100000,200,80.0
180,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0357f8170b3a41efcc053e3b1957580bf6c1ab4a0f3125bfafc31040c02228239a,0.0012988002049900862,2,400000,200,80.0
181,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.0012981748369384856,2,65000000,200,80.0
182,0216d9f16d8296114685c7c0f958264272e590fd7aa0d94899fa9b91f6b6db89fb,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0012895551519556967,2,1000000,200,80.0
183,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02e55281b6555dc72275a4a6809df347edc02c23e43826a916dfa1702d86005170,0.0012862388200735111,2,100000,200,80.0
184,0242fe746f2777524b65385e7c1c8be7c5f504b0fd8154658566d45690d370ad2e,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.0012837482623909622,2,500000,200,80.0
185,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0349382bd894403988032f446cd2ad58a311685260885f50b483807ff356caf108,0.0012829318427951852,2,5000001,200,80.0
186,024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204,02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,0.0012757121215967455,2,220068,200,80.0
187,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0309869dc743430ecbe3f159bb7a1a44490778cbe8acc854fe71fb0b513753de36,0.00127511832814185,2,300000,200,80.0
188,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,0.0012701480128514066,2,5000001,200,80.0
189,02cfda4768450a63d33120d08180a4aaf727a19d264262ddc88a6904b6f4766fd4,03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,0.0012667751090934837,2,300000,200,80.0
190,02a2584ad1c54300f0576507ed63a79727c55314628486f24582ac071153d18a03,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,0.001265971229525385,2,5000000,200,80.0
191,0320f42d91c643b5a541758e4ecf4ad1d7f25b04ae149755adee8cd79fa9fbdfe3,03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,0.0012609294747075897,2,51790,200,80.0
192,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,034e2d76ccc789e7a79c4fc395a1f5810d614a361df7daf0b4647f976eae932d4f,0.0012570240342716723,2,2500000,200,80.0
193,0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.0012556818152238613,2,200000,200,80.0
194,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02c68169a28016de14cb59bf33983f18dbdb030601baef508105c7fde8d0d85159,0.001252763846585766,2,4561169,200,80.0
195,024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.001252451069073296,2,9000000,200,80.0
196,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,0320f5037e422f23204db9dd1cf32389752b1de8edbd4b90e412a877728e07a182,0.0012523031700180382,2,2000000,200,80.0
197,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,0.0012516214074670263,2,400000,200,80.0
198,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,0354127ba0c74e9434844ecd110d3484708b43d55be48fa7eaeeb3dd874e83cc7f,0.0012508262603725664,2,100000,200,80.0
199,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,037adcc69c3bc426516184dede4078dfa81a0d8131ae95b37d90e68edc89731f41,0.0012499337942644497,2,100000,200,80.0
200,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,038f91252ffd1b1f44711ccb84ce5509039c67fc178800f26518f4329c604fad18,0.0012491268063382188,2,100000,200,80.0
