transaction_id,source,target,amount_SAT,success,path_length,routing_fee,route,failure_reason
137,020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,10000,True,1.0,0.0,020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37|0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,
138,02b120b002a33fee489333afadb8f68a64c8e46315d0c6ef69f6487ba2db9b8d93,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,10000,False,,,,no_liquidity_feasible_path
139,02dded01476b793f815383c6c278cc390dc4aa8ff28b4430f26f67b1a619945eed,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,10000,True,4.0,3.111,02dded01476b793f815383c6c278cc390dc4aa8ff28b4430f26f67b1a619945eed|038d0543c2f838fc6229bd7b80df46d8bad9f30c874ee3ac4578c4ce6f57956f08|028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675|02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0|0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,
140,03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,10000,True,2.0,0.739,03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314|021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643|0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,
141,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,10000,True,2.0,1.009,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5|0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf|02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,
142,028c1f8d907879ee8691ddab3547e93c5ec2098cc0f38cc39c4ee989cb3a10ae71,02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,10000,True,3.0,2.01,028c1f8d907879ee8691ddab3547e93c5ec2098cc0f38cc39c4ee989cb3a10ae71|028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2|03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d|02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,
143,02d0771fa0292563ecfcee7d994256827f999ff080f88b28c4a1faa96f5a61785a,02cd5505d531a86b3152050abfe656b9fd947682eaaca3d6e6e2bd7d4d8322c3db,10000,True,2.0,0.01,02d0771fa0292563ecfcee7d994256827f999ff080f88b28c4a1faa96f5a61785a|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|02cd5505d531a86b3152050abfe656b9fd947682eaaca3d6e6e2bd7d4d8322c3db,
144,03fc94ff9a9299b8fd593f6f597b81c0459f6be2f55bf2db4c9cbf56d7b891cee3,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,10000,True,2.0,1.01,03fc94ff9a9299b8fd593f6f597b81c0459f6be2f55bf2db4c9cbf56d7b891cee3|02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420|021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,
145,03b2312fa65b43b9ebc6d824af6ac0ad2cee7a490fd3a79af25f7a77bdd6f25c42,02157422089f971f0daf19082712206e78134888006459818315ade43dd12d3950,10000,True,3.0,1.02,03b2312fa65b43b9ebc6d824af6ac0ad2cee7a490fd3a79af25f7a77bdd6f25c42|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|0214041761821afc171b6907ee9ba36cb86307c3454305137b94a23fd81fcb4089|02157422089f971f0daf19082712206e78134888006459818315ade43dd12d3950,
146,02108d51838d25e715d2e23ef102ed6fa58131e45cc6c37e4591bd66db9ab2ec2b,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,10000,True,2.0,1.01,02108d51838d25e715d2e23ef102ed6fa58131e45cc6c37e4591bd66db9ab2ec2b|0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c|02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,
147,0273bc69bf6028789b0dff54ba78c36f846c455319ef3834d5a353a379fa4c34d2,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,10000,True,2.0,0.01,0273bc69bf6028789b0dff54ba78c36f846c455319ef3834d5a353a379fa4c34d2|03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d|02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,
148,03a10fe972f6aad5b18dc58420622c0dd7c294d2fb4317a4decd9cba93e219aca4,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,10000,True,3.0,0.69,03a10fe972f6aad5b18dc58420622c0dd7c294d2fb4317a4decd9cba93e219aca4|032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,
149,021b6a273d174738eb808237ae3680a0d8b2ba088ad19449e35082b2642f756fdf,02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,10000,False,,,,no_liquidity_feasible_path
150,03b31e5bbf2cdbe115b485a2b480e70a1ef3951a0dc6df4b1232e0e56f3dce18d6,03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,10000,True,4.0,1.1520000000000001,03b31e5bbf2cdbe115b485a2b480e70a1ef3951a0dc6df4b1232e0e56f3dce18d6|024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca|03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,
151,028df28996831cdbec34bb50c3e4e5494bf498427dfcbfeb957eec7b26b5bde706,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,10000,False,,,,no_liquidity_feasible_path
152,03d4946acd43ffa8b04d085da2b3a02f937faadc2bcfe90cdf6f7adc3218326af4,036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8,10000,True,2.0,0.677,03d4946acd43ffa8b04d085da2b3a02f937faadc2bcfe90cdf6f7adc3218326af4|03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278|036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8,
153,0295a224d52bf557582c2d8879c9f0f8c65161432ceea2ee42c80faf379f41b586,03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e,10000,True,3.0,2.01,0295a224d52bf557582c2d8879c9f0f8c65161432ceea2ee42c80faf379f41b586|028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2|03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d|03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e,
154,02dd464d8c802ce9bcc07952b3390981bb4b704b863e6ae87434ae056b697f3659,0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,10000,True,2.0,1.01,02dd464d8c802ce9bcc07952b3390981bb4b704b863e6ae87434ae056b697f3659|02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469|0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,
155,034d4d67ca6ec4063ff761c7f15971cd6c982a61f54a6b87a3b1055c2f9e63e6dd,02d97e94cfeedca2a3da47acb400bc6836e671b3cb3fc05bdd6993acd64483d09a,10000,True,3.0,6.51,034d4d67ca6ec4063ff761c7f15971cd6c982a61f54a6b87a3b1055c2f9e63e6dd|032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf|03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5|02d97e94cfeedca2a3da47acb400bc6836e671b3cb3fc05bdd6993acd64483d09a,
156,023da36a77df56b2786e031515596ef9c44aadaf9b5892dd3c41116ab622159818,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,10000,True,3.0,0.687,023da36a77df56b2786e031515596ef9c44aadaf9b5892dd3c41116ab622159818|03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278|0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6|0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,
157,031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca,034c457d2377ba25c6408883c4bce95f83cb555ead61d28690d8e2944d69ff471b,10000,True,3.0,1.02,031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c|034c457d2377ba25c6408883c4bce95f83cb555ead61d28690d8e2944d69ff471b,
158,0303238e8f3e25a49da6c909452e320130f3f45e474df08dde7ca9a25f008b2b87,024ed53fa7065f409749c8caebf058289bbf392c3e282e9c843de2c6d28bb80f9a,10000,True,3.0,1.02,0303238e8f3e25a49da6c909452e320130f3f45e474df08dde7ca9a25f008b2b87|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845|024ed53fa7065f409749c8caebf058289bbf392c3e282e9c843de2c6d28bb80f9a,
159,038c4288a41c79e47f37efccb2a0e1deb3b48291a7813f0be12179f9e84a4c6d35,02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,10000,True,2.0,0.01,038c4288a41c79e47f37efccb2a0e1deb3b48291a7813f0be12179f9e84a4c6d35|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,
160,03fd397019d66ddf1e54dd6b71a7ab0767faf9628a904333e8450f4fc0875d7a7e,026ac9fcd64fb1aa1c491fc490634dc33da41d4a17b554e0adf1b32fee88ee9f28,10000,False,,,,no_liquidity_feasible_path
161,034f1ec90e841677f8463600c5468f4e0409ae7d04b24885eb6f01912b85e295c3,03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,10000,True,2.0,0.01,034f1ec90e841677f8463600c5468f4e0409ae7d04b24885eb6f01912b85e295c3|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,
162,02d0ec59114b2772fd5dcd7a7724f3c47a9929143a7c1b027d1b2e06dccd6fc60a,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,10000,False,,,,no_liquidity_feasible_path
163,02ce8d3e97ba98e02f5c739cc69b2dc4dda78404baa229c720d89753db75bdcb23,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,10000,True,3.0,2.01,02ce8d3e97ba98e02f5c739cc69b2dc4dda78404baa229c720d89753db75bdcb23|028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2|029a06f84c9bfddcf4dca173a4d1a540e6ce7f75cc7d1dde9fd5a70d80c504da07|0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,
164,02d53772df187d57fe9bf9ea8347816304fb1c88aa714a396902dd1ababd029429,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,10000,True,4.0,2.017,02d53772df187d57fe9bf9ea8347816304fb1c88aa714a396902dd1ababd029429|026e186f6cf00009595c9083980304f0be65c8c3736b63c1c9135ef9aa952f644e|03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6|0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff|038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,
165,039bcf7778ad7b14cf5974cd2705b06a58a8bbf564ca1df4791100f81104716624,028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,10000,True,2.0,0.01,039bcf7778ad7b14cf5974cd2705b06a58a8bbf564ca1df4791100f81104716624|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,
166,02a20247f515d978cbf9e9ce6a4287b5931d724068b7b88bbaead6380db3dd8e9a,02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,10000,True,3.0,1.02,02a20247f515d978cbf9e9ce6a4287b5931d724068b7b88bbaead6380db3dd8e9a|031d244a60d61936834f290656cdf0ed4b9979260c19b07804bde681819f8e14ca|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,
167,0251da16817d0ffc18c221819e072aef40fdfd732228b2a467e011804d3644d6ca,02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,10000,False,,,,no_liquidity_feasible_path
168,02a990a4f1b754d2c323660ddd727e564d8074a214b30b43ca9996eb8d8a6c3e0f,03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,10000,True,2.0,1.01,02a990a4f1b754d2c323660ddd727e564d8074a214b30b43ca9996eb8d8a6c3e0f|0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c|03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,
169,020b939e5146cf4ead29e64e9dfe765277ad9c623d80160a2aca204f3ccd550567,03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,10000,True,2.0,0.01,020b939e5146cf4ead29e64e9dfe765277ad9c623d80160a2aca204f3ccd550567|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,
170,0234bb13ba838fdc1c2f38943486311e4629ddf16ab477e5113b03552fc71991ca,02b8e50c7ff7f0d045a4e5f77f6ca74e515e20f564aed5d5aa2ae92beb006d0d66,10000,True,4.0,6.52,0234bb13ba838fdc1c2f38943486311e4629ddf16ab477e5113b03552fc71991ca|0373ca948ffd4cbbd08488c480aa7c43b57e9446c8ac6d3fe1cc92392e39e9eb95|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019|02b8e50c7ff7f0d045a4e5f77f6ca74e515e20f564aed5d5aa2ae92beb006d0d66,
171,022d989a34726b1610f00e3386d9b9991bff4d54cfcbfb4f1c134524798b7af229,03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,10000,False,,,,no_liquidity_feasible_path
172,03851fcfbedab250f570acd83da8f3c2fe8de869d281001b5678860b60fd10cf88,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,10000,True,3.0,2.01,03851fcfbedab250f570acd83da8f3c2fe8de869d281001b5678860b60fd10cf88|028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2|029a06f84c9bfddcf4dca173a4d1a540e6ce7f75cc7d1dde9fd5a70d80c504da07|0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,
173,036a579c0e7e3f9fa9878edc2297a5790ab83f977a07ea7578844c86e236324781,027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71,10000,True,2.0,0.6799999999999999,036a579c0e7e3f9fa9878edc2297a5790ab83f977a07ea7578844c86e236324781|032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3|027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71,
174,035d78f9199f1fe3bc8fb77b3ccb987dfab0e86658408b41da1f6887bdb9706497,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,10000,True,4.0,0.031,035d78f9199f1fe3bc8fb77b3ccb987dfab0e86658408b41da1f6887bdb9706497|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45|02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0|028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,
175,02eba09307381af968573eef29f134126ecc354c2aeb1865b443732b87be78677c,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,10000,True,2.0,0.01,02eba09307381af968573eef29f134126ecc354c2aeb1865b443732b87be78677c|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,
176,0367a20f89da5628f22da7549d44352b97e00d966f5962db06faf31c302b970687,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,10000,True,3.0,1.02,0367a20f89da5628f22da7549d44352b97e00d966f5962db06faf31c302b970687|022457e61da38e1a7cac56a054eb0ef225d84dfc6b932dfa119ad7fe6fbecdb71d|03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d|039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,
177,024f5ddce4fedf05d8429ee87c791157df3c7eefd7d6799e77806a1c5bc983b28a,038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82,10000,True,3.0,2.01,024f5ddce4fedf05d8429ee87c791157df3c7eefd7d6799e77806a1c5bc983b28a|028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2|0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6|038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82,
178,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,10000,True,1.0,0.0,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278|021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,
179,03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268,02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,10000,True,1.0,0.0,03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268|02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,
180,03e0d94bc1721f0730a78dca5d571e26cb08b6ad5d6049bb508e43d6a3050c7b5c,02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,10000,False,,,,no_liquidity_feasible_path
181,024a549e096f4355073e3a2712a10c5a773e48bd21a7d2ddef71639481008ce811,03f2d334ab70d50623c889400941dc80874f38498e7d09029af0f701d7089aa516,10000,True,3.0,0.31000000000000005,024a549e096f4355073e3a2712a10c5a773e48bd21a7d2ddef71639481008ce811|02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|03f2d334ab70d50623c889400941dc80874f38498e7d09029af0f701d7089aa516,
182,03006c6c112e6926f7de9047dfd0e65b79c0956c388f6ff41c5bc7f067d7b07c98,03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,10000,True,4.0,2.02,03006c6c112e6926f7de9047dfd0e65b79c0956c388f6ff41c5bc7f067d7b07c98|028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2|029a06f84c9bfddcf4dca173a4d1a540e6ce7f75cc7d1dde9fd5a70d80c504da07|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,
183,035d400d26ad1739a98d3edbf224d7d40235c534a8f58f7cc7afefc639d3c84bfb,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,10000,True,3.0,1.015,035d400d26ad1739a98d3edbf224d7d40235c534a8f58f7cc7afefc639d3c84bfb|032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada|024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73|02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,
184,02ffbbdaf2125d93940c9d1ca00e9296de1843f27449ea0b31806b92135a0b4369,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,10000,True,2.0,0.01,02ffbbdaf2125d93940c9d1ca00e9296de1843f27449ea0b31806b92135a0b4369|03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba|0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,
185,02e356a8f310ffa8a7a3851ae735364696d0ed4cd0abdd599fa6bd2412f27ca06d,023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7,10000,True,2.0,0.01,02e356a8f310ffa8a7a3851ae735364696d0ed4cd0abdd599fa6bd2412f27ca06d|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7,
186,0251a08c8f96c02bac929be2fd91b6ae714b1b90fa29a11833d6f226ac9e5071ef,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,10000,True,2.0,0.01,0251a08c8f96c02bac929be2fd91b6ae714b1b90fa29a11833d6f226ac9e5071ef|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,
187,02c213c3c62d267457600e09dc113b244da17fbbda59e904d60d0f661d7b586012,0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5,10000,False,,,,no_liquidity_feasible_path
188,0277eb26dddfb884052fda1adf070a08a81af73c62b3cdf577c7d9fe36270d0a7f,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,10000,True,2.0,1.01,0277eb26dddfb884052fda1adf070a08a81af73c62b3cdf577c7d9fe36270d0a7f|0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266|02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,
189,0299a2afe5137f52575e10260c0deb691d6dd6aa3cdbdc59b2c0e58d0ed3407f47,034f66e156476dbccf4c8ad84b0caf4efb3805ef23fadc8afb3bb2aedee1d1e745,10000,True,3.0,0.40900000000000003,0299a2afe5137f52575e10260c0deb691d6dd6aa3cdbdc59b2c0e58d0ed3407f47|02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|034f66e156476dbccf4c8ad84b0caf4efb3805ef23fadc8afb3bb2aedee1d1e745,
190,03573d821ac340980ea15ae2e84bfd0365690b459f0192c946fe49fb5bdda8736a,036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56,10000,False,,,,no_liquidity_feasible_path
191,033ea15b5dadbdb19b426e63ed33b9cefe916fd5454308b76aea848ee4347addf3,02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,10000,True,3.0,1.02,033ea15b5dadbdb19b426e63ed33b9cefe916fd5454308b76aea848ee4347addf3|02b80cabdf82638aac86948e4c06e82064f547768dcef977677b9ea931ea75bab5|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,
192,03338a5a962406ff25a20221577521da3fc8728f7119e25c611ebc73ef49bacd48,026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b,10000,True,4.0,0.031,03338a5a962406ff25a20221577521da3fc8728f7119e25c611ebc73ef49bacd48|032b71cc07ea5ff346e7ce9eddad0b55d7e18b788a1e6b4dda3fbd3a7ddbf79bbc|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|032b12c7415455a1000c43a56ac21dd72472e62ca7dc456f4a66bb8463bf8bfed1|026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b,
193,02b90f61a42f9635dd5653cc7895d5e1b466b9f3b5cc1154777c07ae288f4b1fec,031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,10000,True,3.0,1.02,02b90f61a42f9635dd5653cc7895d5e1b466b9f3b5cc1154777c07ae288f4b1fec|02271f8ad4c3375619689776f1de924550e0cc8a9012dd5baf8303d5e28db8c520|02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b|031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,
194,03ed04f8fcf6225fa6fb19afb9c4542c540c641869027ba0a935826e45010f8b36,03297fd04fa076dad3ef95db361e710c388dc916bb7a1fcc64db4fe200221d3f2f,10000,False,,,,no_liquidity_feasible_path
195,022c3b4bdf935d254a3b3689f0496b8ca55655bf7c5032664899fec252f993bc5e,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,10000,True,3.0,1.5190000000000001,022c3b4bdf935d254a3b3689f0496b8ca55655bf7c5032664899fec252f993bc5e|02e9fa6b495d07ce19796b06b5c0f51a401dbb48935c3aafe54067c89299add0ed|0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a|0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,
