transaction_id,original_cost,length,path
5899,1.121,4,"[np.str_('02b9bc5bfb92b7eff2c0057c4ee77429daab6e290ad3ed8b8bf37c324188d2b92b'), '029a8741675c4c9078b577ddc4348d602d2fb45a12e6087b617925997a84f4c02e', '0332052748755d74b3395b91eaea78b53bd64b55eb031ccb6a7ae23ac445bb6af7', '024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
5900,1.12,3,"[np.str_('0331b1068db83bbcc3057ce11a0a5314e817d541de6d3bdba9710541932dd41095'), '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
5901,0.18,4,"[np.str_('027c3abc90a51617fb9cf5162c2fedfd9832c620ef82b54e413e9ce0f892dabb0d'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ab2157b6b046ad0f499d3b6552acedadeda7a09c6c3542df52efc2ac8d756b0f_trg']"
5902,,-1,[]
5903,,-1,[]
5904,,-1,[]
5905,,-1,[]
5906,0.12,3,"[np.str_('03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e'), '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420', '032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a_trg']"
5907,,-1,[]
5908,1.491,4,"[np.str_('02018049d12985e79e36d12428b78c90a81ff4ab43431f3c81afb86caaccaaffb0'), '0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5_trg']"
5909,2.049,3,"[np.str_('03df274842abb3393604d70b3468629fc0f1edf9311de85b70b91cc53318a41720'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
5910,1.1800000000000002,4,"[np.str_('033979df00f2db706b720bd7f4d699a7fe6a8de9794300a4cafd878fcb5cc298cc'), '032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
5911,,-1,[]
5912,,-1,[]
5913,0.18,4,"[np.str_('022007421ad9e0ccf118cc26d904f5972c568019cadc87f450025dd41aac9167a7'), '030b04c5d37b8cb3acd324edefed38e170d355c8f0953718307b894321d576615f', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
5914,0.12,3,"[np.str_('035c0730794cb324eaf7a5e79e066ef54fe4c495f1fb54118ef9651f7fb1318198'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
5915,1.1800000000000002,4,"[np.str_('029cf833ceef83b31b2e202d46c99c2dc9b5fa56259d8b84d128ee37e65e4e96d3'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '024f8a8350dbc4a572f51618c9aec5458559d5fdf255b00740bb031c2d51ae25a7_trg']"
5916,1.06,2,"[np.str_('02a4aa22327ca4f511ebd22b72d6b00ac3b529a7d4c2de7d8ac939a48371559e8e'), '03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
5917,0.06,2,"[np.str_('020de4c7b3fcca7eac8fe5ac0fb9c87400db5a931baec35251fe7c55f0d0f91773'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8_trg']"
5918,30.56,3,"[np.str_('03aacba04332e1e8179a1b84a3d7631a468f15c38ec98ebdbaffe20f8cd75ffc0e'), '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0296bdf95048ea0f4e7828e69f1c0eca44ae236e1fc7b2445706697a6044a52a71_trg']"
5919,,-1,[]
5920,0.121,3,"[np.str_('02d87c093848fcc3d36d42d0dd0c44eb6dda033f399783a6a78d93408bf4227851'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
5921,2.18,4,"[np.str_('0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34'), '03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6', '025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600', '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
5922,,-1,[]
5923,1.12,3,"[np.str_('02a3ce53b7f7a5e5c7857bde4a68e09e4d1b9c46b3be685e0a8b785248ce1ebe46'), '03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5_trg']"
5924,,-1,[]
5925,,-1,[]
5926,,-1,[]
5927,,-1,[]
5928,0.06,2,"[np.str_('037002744f4cf194c71c58848d21d56f1ec4c7645cd2f48d830925ffa827d016b9'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695_trg']"
5929,31.56,3,"[np.str_('02c1129d1788b698324cf22ac52928a031abc23389ce62c0c45a2a9457f0e401e0'), '0354fcd9f1554f3505238e1b3c29223868953730c30b6565ad482dc31e90bcfa93', '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5_trg']"
5930,,-1,[]
5931,0.06,2,"[np.str_('03952f8756c036669440e06c782c7f21732886ccf04052e0e6e792f8f5a490f6aa'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5932,1.12,3,"[np.str_('036a8f908cbb3554c7a2b2226599eaeb76ac62766340fb7cd7cb2d4c145f558276'), '0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
5933,,-1,[]
5934,,-1,[]
5935,1.613,5,"[np.str_('025469b50de125b4cd97457c0da67365519f0cd0f441c2ced0978fb6ae7802ae76'), '022f3bfa1de8491bad95ea018b17d47efbfe713cd2da59ad5fc380198612b8954a', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601', '0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6_trg']"
5936,,-1,[]
5937,,-1,[]
5938,2.12,3,"[np.str_('03b31d827fbf9d2a04ef3b6c0c3d4a2cd43ebd61e1e0519cd1eb45893958d867e6'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c', '02098e8ff8a58a37e3f79fd0421d12b65802d1c4cb263c97d947134db7878c9884_trg']"
5939,1.12,3,"[np.str_('03ae535489bccb282de761bb1d96ded5e154cd99388db8669719ddb5439cec28fc'), '030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
5940,,-1,[]
5941,1.6600000000000001,3,"[np.str_('03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02d35ad6428b083d63575e3b0ce33e06c507910c131970b07dc194953b43a9794c', '03c7c4b98e908403c7902340981efb6d9637a9f64eed881e51e3cf9b099e2b1f5c_trg']"
5942,,-1,[]
5943,30.56,3,"[np.str_('02babe8f87272fc3b977c4327b56416102debf069aad34ca485323c54ba1813724'), '03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf_trg']"
5944,30.5,2,"[np.str_('026a0ccc1e8f306827043774132988fa44cba04f7b68277be63229d52eca02256e'), '03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
5945,,-1,[]
5946,0.18,4,"[np.str_('03473a86bb0e6a8c3be53899a3a07f1cdbc438647f311482f1ab39801d0b5c950f'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0309869dc743430ecbe3f159bb7a1a44490778cbe8acc854fe71fb0b513753de36_trg']"
5947,,-1,[]
5948,,-1,[]
5949,1.12,3,"[np.str_('026ba4fea7ba82e578ce294bd168daa25f7950db0409c15145036f25c905ccfd9a'), '027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
5950,,-1,[]
5951,,-1,[]
5952,7.179999999999999,5,"[np.str_('02730f8f35f84e7fdf51913317468f376c674f3f74295f04249e29a5d8e08a34b4'), '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '029a06f84c9bfddcf4dca173a4d1a540e6ce7f75cc7d1dde9fd5a70d80c504da07', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8_trg']"
5953,0.121,3,"[np.str_('03c613267a1745d08984621be6a710487cb97eb595f7672a550cbd10a6f70c873f'), '031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078_trg']"
5954,,-1,[]
5955,,-1,[]
5956,60.0,2,"[np.str_('039128dd192e21009f4eea7fa973d21ee9010acef0d9f7c922175aa87616dfe4d9'), '0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
5957,,-1,[]
5958,0.06,2,"[np.str_('02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b'), '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
5959,151.12,4,"[np.str_('029d7a44e8809b78b65bbe9c8590de3aae3240fe70247571262b89b4333e312e1d'), '03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '036fc14cbad100a63ce4c058561d470e045318b6e9659484abcb3176ed7f0acbce_trg']"
5960,,-1,[]
5961,8.12,4,"[np.str_('03525a26e79adf5793bb9e2747ea7d0d925bf8157362148f3b5da6e1c855be07bf'), '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3', '030dff591fa1b0b4f9e31f4ef595624d6bf0e55a51bbb6949fe337de19c4033c1a_trg']"
5962,,-1,[]
5963,1.1800000000000002,4,"[np.str_('038ff6ec3fb52c23f1ea2f341bd7f9dd899766380750e4ce8c76bf12e11e1bf9a1'), '03984d92cdc95dfc197c190f8d99af095089ce70e00757920a15625919e2f0dab5', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877_trg']"
5964,8.06,3,"[np.str_('0295a224d52bf557582c2d8879c9f0f8c65161432ceea2ee42c80faf379f41b586'), '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '029a8741675c4c9078b577ddc4348d602d2fb45a12e6087b617925997a84f4c02e', '02222dd443181165571d236af531295e61212737507aa1cb9a05c82646ff3170ed_trg']"
5965,0.181,4,"[np.str_('03b2312fa65b43b9ebc6d824af6ac0ad2cee7a490fd3a79af25f7a77bdd6f25c42'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675_trg']"
5966,0.28,4,"[np.str_('0349382bd894403988032f446cd2ad58a311685260885f50b483807ff356caf108'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b_trg']"
5967,1.9400000000000002,6,"[np.str_('02cca6c5c966fcf61d121e3a70e03a1cd9eeeea024b26ea666ce974d43b242e636'), '024b82d69859d63f9fce375041a34e61f4bfd445494b41d873ae7505322323d384', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '03d0087b718ce9259b36485995094a2065a378135925f9a71a5daf2500300fe662_trg']"
5968,,-1,[]
5969,1.73,4,"[np.str_('0367a20f89da5628f22da7549d44352b97e00d966f5962db06faf31c302b970687'), '02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f', '0215f33968047401f191b2c3203ece6d5781ca7f2c018e7795d5e5ddc05c8b4ebd_trg']"
5970,,-1,[]
5971,0.19,3,"[np.str_('02fffb0baa1f8a64d92c8b4222278c33a9c16d0f37bba24104c678fd9e4e7f57d6'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02f8220c901057c536fc8b4fdffd4f88b8ddd9cf811af03bbf85dd2c1eb25a7262', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
5972,0.6200000000000001,3,"[np.str_('036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695', '029aee02904d4e419770b93c1b07aae2814a79032e23cafb4024cbea6fb71be106_trg']"
5973,1.9889999999999999,2,"[np.str_('03df274842abb3393604d70b3468629fc0f1edf9311de85b70b91cc53318a41720'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c_trg']"
5974,,-1,[]
5975,0.28,4,"[np.str_('03cac8425d15440dec66f7a86155f2f457301aa434a6abdb82af2252ef477e7eb0'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174_trg']"
5976,1.63,2,"[np.str_('02196eb3a56cd10494faaa60e53db68cf282a371e357546928a10c780a8d350a83'), '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3', '02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86_trg']"
5977,0.22,3,"[np.str_('0353308936d64e44970186cb43f215fbce1e2ab8631da17c545fadb0a79312229c'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5978,,-1,[]
5979,1.12,3,"[np.str_('02ce5b45077985a4c6e51f8e6b4d5d4bbc1f212de4c90787b31e0da79321995ee0'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399_trg']"
5980,1.06,2,"[np.str_('028cd60c408b8224fc6c6eeb3b87e8b10cd70ca1db240036a6bec0254753639812'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
5981,1.9889999999999999,2,"[np.str_('028080074b98bcfba2fd1097902ce43db72ad37af6db616ba216552f381cff373e'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003_trg']"
5982,602.1199999999999,4,"[np.str_('0299e0b0722102f528ee36e0501171c3dc87e69d5131e65741512d889f1a87f4c7'), '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81', '031b6ba6271514bd30202ba007a1d2ef2e2106aaa5774183c570137251687407dc_trg']"
5983,0.673,6,"[np.str_('02e5353624ec2180f6fd1b584dea493b91f982764db8e2cf520a0f1d18cf0f9d7e'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601', '0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174', '02da0713ab1b12eeb01f212944a435077f39f1b767ee5c24b01cdb4b0b9377b66b_trg']"
5984,601.0,2,"[np.str_('03587466207e0ff2787d23f5567ab666436f04fc0df7c996b69701b7e77900993e'), '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf', '0200c7ce2a4cd3d5e5f1ee5381b386c5cf25ea13048ee0efa425ccbe825c7a5c3d_trg']"
5985,0.281,4,"[np.str_('02c58cabc78496cb847adbe4af654b2b0b94c54aa829840edde7777897a57e9db3'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5986,,-1,[]
5987,,-1,[]
5988,1.5000000000000002,5,"[np.str_('0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845'), '032a438e14dde2082aefd287d52664d3ac99c395a99d5e6a87f38778515fad75f7', '02e389d861acd9d6f5700c99c6c33dd4460d6f1e2f6ba89d1f4f36be85fc60f8d7', '02da8d5a759ee9e4438da617cfdb61c87f723fb76c4b6371b877d0347abe953a4f', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb_trg']"
5989,,-1,[]
5990,0.12,3,"[np.str_('03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268'), '036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
5991,,-1,[]
5992,,-1,[]
5993,0.06,2,"[np.str_('024b257b45bf46b9ce2f361c8199f69992e9b5b7b3210f4a6f618754012691ad2e'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
5994,1.7800000000000002,5,"[np.str_('020b95133888176c1def9d03b5426aa13d6c5c7f3406c946441ce2eaab23c40834'), '024b82d69859d63f9fce375041a34e61f4bfd445494b41d873ae7505322323d384', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '028686d520cfdc8f7d234e879ea6fc7a963009afbcdafd0c40387e1cacfa1173ea_trg']"
5995,,-1,[]
5996,2.24,5,"[np.str_('039e17a8ce4659a402da972b1f3314fd0aa230a578bc0dbd669b23d5953fff23a2'), '02ea01e2476f9c6c69f720e369aa302b43e5c101423d7a5dc9f0e5834d1b152fb7', '0338dc6255ff4ae3452610f01a555d6f15c8a88b77bf46a240f8cf43b26826e422', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb_trg']"
5997,,-1,[]
5998,,-1,[]
5999,,-1,[]
6000,2.12,3,"[np.str_('02a9eb709416431d51d039ce17ec68d322705d8841e1870388322c3f3dc7827ea4'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03f006cd6c04920a63902df45be3baa4e7df82eed9c1e7f46e8441d57199682fa3', '023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7_trg']"
6001,0.0,1,"[np.str_('0299e0b0722102f528ee36e0501171c3dc87e69d5131e65741512d889f1a87f4c7'), '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
6002,1.06,2,"[np.str_('027af98624687e3f6a51683344852d9eb122a51f49477434fe7392d1cadcf50539'), '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
6003,,-1,[]
6004,3.409,3,"[np.str_('0354127ba0c74e9434844ecd110d3484708b43d55be48fa7eaeeb3dd874e83cc7f'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8', '034819ff9dec60250b173b8fc328b185d456b86fa6115995db83d65fba8c8e7628_trg']"
6005,,-1,[]
6006,2.049,3,"[np.str_('0226dde84717cf1fce10fd796acbbfda0fb5c4b117be9cfd4dac0bf08e69c72e0c'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7_trg']"
